X,Y,objectid,cenefa,zona_sitp,nombre,via,direccion_bandera,localidad,longitud,latitud,consecutivo_zona,tipo_m_s,consola,panel,audio,zonas_nuevas,globalid,shape
1001501.8705,1010204.5189,1,001A00,00,C.C. Iserra 100,AC 100,AC 100 - KR 54,Barrios Unidos,-74.06397139,4.68848077,001,M,AC 100 - KR 54 (001A00),AC 100 - KR 54,Avenida Calle 100 Carrera 54,C,{1C0DBC4E-15BC-4BBE-BC16-5628077DBE2E},
1003505.2964,1009719.1501,2,001A01,01,Br. Rincón del Chicó,AC 100,AC 100 - KR 13,Usaquén,-74.04591449,4.68409095,001,M,AC 100 - KR 13 (001A01),AC 100 - KR 13,Avenida Calle 100 Carrera 13,B,{60A22A44-AD56-4DF4-A3E6-6830B9FB0792},
1001237.8229,1018098.4923,3,001A02,02,Gimnasio Iragua,AV. Boyacá,AV. Boyacá - AC 170,Suba,-74.06635014,4.75986663,001,S,AV. Boyacá - AC 170 (001A02),AV. Boyacá - AC 170,Avenida Boyacá Avenida Calle 170,C,{97155274-E4D5-45A4-891F-2DCA19FF10D9},
1000673.3223,1010317.6539,4,001A03,03,Br. Julio Flórez,AC 100,AC 100 - KR 66A,Suba,-74.07143918,4.68950396,001,M,AC 100 - KR 66A  (001A03),AC 100 - KR 66A,Avenida Calle 100 Carrera 66 A,D,{B985CE20-6632-44CF-B18D-9E1B6F6DFCAA},
999680.0046,1009557.0743,5,001A04,04,Avenida Calle 80,AK 68,AK 68 - CL 79D,Barrios Unidos,-74.08039205,4.682626,001,M,AK 68 - CL 79D (001A04),AK 68 - CL 79D,Avenida Carrera 68 Calle 79 D,D,{58BD61D6-11E8-41C7-8182-29D630599B5E},
999237.1042,1006162.2762,6,001A05,05,Br. Pablo VI Norte,AK 50,AK 50 - CL 59,Teusaquillo,-74.08438362,4.65192649,001,S,AK 50 - CL 59 (001A05),AK 50 - CL 59,Avenida Carrera 50 Calle 59,K,{DD06A226-6D9F-4B8F-81C3-321B592E65DB},
995537.7686,1004634.5489,7,001A06,06,Avenida Calle 13,AK 68,AK 68 - AC 13,Fontibón,-74.11772364,4.63810999,001,M,AK 68 - AC 13 (001A06),AK 68 - AC 13,Avenida Carrera 68 Avenida Calle 13,K,{0426991E-A517-4DC2-AD8C-62773F4642D8},
996615.2541,1003239.0415,8,001A07,07,Br. San Francisco,AK 50,AK 50 - TV 49,Puente Aranda,-74.10801229,4.62549076,001,S,AK 50 - TV 49 (001A07),AK 50 - TV 49,Avenida Carrera 50 Transversal 49,F,{E65DCC0F-10D7-4E62-A17D-F7CD6B869E30},
994616.9323,1002570.8518,9,001A08,08,Br. Hipotecho Sur,AK 68,AK 68 - CL 3 Sur,Kennedy,-74.12602137,4.61944725,001,M,AK 68 - CL 3 Sur (001A08),AK 68 - CL 3 Sur,Avenida Carrera 68 Calle Tercera Sur,F,{2E4FAB3B-A820-405C-B79F-88CCA39D9C18},
993479.2455,1000235.4742,10,001A09,09,Br. Alquería La Fragua II,AK 68,AK 68 - CL 39I Sur,Kennedy,-74.13627273,4.59832741,001,M,AK 68 - CL 39I Sur (001A09),AK 68 - CL 39I Sur,Avenida Carrera 68 Calle 39 I Sur,G,{2B415A5D-26F4-44CB-A5F3-F01A3AEE5073},
992448.8301,999307.4098,11,001A10,10,Pq. Lagunetas,AV. Boyacá,AV. Boyacá - DG 50A Sur,Tunjuelito,-74.145558,4.589934,001,M,AV. Boyacá - DG 50A Sur (001A10),AV. Boyacá - DG 50A Sur,Avenida Boyacá Diagonal 50 A Sur,H,{E41C4051-7472-4327-9128-62823A59688A},
992914.2817,997925.257200001,12,001A11,11,Br. Arborizadora Baja,AV. Boyacá,AV. Boyacá - KR 25,Tunjuelito,-74.14136231,4.57743543,001,M,AV. Boyacá - KR 25 (001A11),AV. Boyacá - KR 25,Avenida Boyacá Carrera 25,H,{7314E029-B9AB-4AEE-8D5F-C0B62559B2D6},
994875.6349,997496.7073,13,001A12,12,Funeraria Claret,AV. Caracas,AV. Caracas - CL 45 Sur,Rafael Uribe,-74.12368693,4.57356137,001,S,AV. Caracas - CL 45 Sur (001A12),AV. Caracas - CL 45 Sur,Avenida Caracas Calle 45 Sur,H,{24DDE387-4BBD-4193-A33E-D26F3D3E4CC4},
998673.1645,997232.3486,14,001A13,13,Avenida 1 de Mayo,AV. 1 de Mayo,AV. 1 de Mayo - KR 2,San Cristóbal,-74.08946486,4.57117213,001,S,AV. 1 de Mayo - KR 2 (001A13),AV. 1 de Mayo - KR 2,Avenida Primero de Mayo Carrera Segunda,L,{48E34F13-20E1-4E90-9E95-E7029A687A7C},
1001478.8155,1010210.2484,15,001B00,00,C.C. Iserra 100,AC 100,AC 100 - KR 54,Barrios Unidos,-74.06417919,4.68853259,001,M,AC 100 - KR 54 (001B00),AC 100 - KR 54,Avenida Calle 100 Carrera 54,C,{A7DA5D40-A3A2-4D06-8162-F1BC86C87D2A},
1003598.6941,1009675.2194,16,001B01,01,Br. Rincón del Chicó,AC 100,AC 100 - KR 11B,Usaquén,-74.04507271,4.68369365,001,M,AC 100 - KR 11B (001B01),AC 100 - KR 11B,Avenida Calle 100 Carrera 11 Be,B,{F0A16CE5-118C-4951-8F05-5199E321D451},
1000751.278,1010337.831,17,001B03,03,Br. Julio Flórez,AC 100,AC 100 - KR 65,Suba,-74.07073655,4.68968642,001,M,AC 100 - KR 65 (001B03),AC 100 - KR 65,Avenida Calle 100 Carrera 65,D,{AD5BF03F-9FE8-4C5B-A4D9-AD1693B7C11F},
999659.414,1009538.9016,18,001B04,04,Avenida Calle 80,AK 68,AK 68 - CL 79A,Barrios Unidos,-74.08057763,4.68246166,001,M,AK 68 - CL 79A (001B04),AK 68 - CL 79A,Avenida Carrera 68 Calle 79 A,D,{8D1D7A5D-2F69-4CA7-B299-AE42177E0CC7},
995560.9482,1004658.4446,19,001B06,06,Avenida Calle 13,AK 68,AK 68 - AC 13,Fontibón,-74.11751474,4.63832609,001,M,AK 68 - AC 13 (001B06),AK 68 - AC 13,Avenida Carrera 68 Avenida Calle 13,K,{11B1102E-45D0-4369-A831-7761F3D64C65},
994630.9951,1002625.0045,20,001B08,08,Br. Hipotecho Sur,AK 68,AK 68- CL 1 Sur,Kennedy,-74.12589467,4.61993697,001,M,AK 68- CL 1 Sur (001B08),AK 68- CL 1 Sur,Avenida Carrera 68 Calle Primera Sur,F,{DE3D9590-81FD-4F0A-A1F5-1A968E8540E7},
993458.4003,1000207.7174,21,001B09,09,Br. Alquería La Fragua II,AK 68,AK 68 - CL  39G Sur,Kennedy,-74.13646057,4.59807639,001,M,AK 68 - CL  39G Sur (001B09),AK 68 - CL  39G Sur,Avenida Carrera 68 Calle 39 G Sur,G,{54C9F51A-DFEA-4EFE-8E5A-84877A71F602},
992450.1671,999364.1379,22,001B10,10,Pq. Lagunetas,AV. Boyacá,AV. Boyacá - DG 51 Sur,Tunjuelito,-74.145546,4.590447,001,M,AV. Boyacá - DG 51 Sur (001B10),AV. Boyacá - DG 51 Sur,Avenida Boyacá Diagonal 51 Sur,H,{27033392-6873-40D6-BC98-8BFA7E40C434},
992867.5919,998015.4857,23,001B11,11,Br. Arborizadora Baja,AV. Boyacá,AV. Boyacá - KR 29,Tunjuelito,-74.14178313,4.57825134,001,M,AV. Boyacá - KR 29 (001B11),AV. Boyacá - KR 29,Avenida Boyacá Carrera 29,H,{08B3B248-230C-41D1-82ED-15BACCF85F47},
1001456.1903,1010218.557,24,001C00,00,C.C. Iserra 100,AC 100,AC 100 - KR 54,Barrios Unidos,-74.06438311,4.68860773,001,M,AC 100 - KR 54 (001C00),AC 100 - KR 54,Avenida Calle 100 Carrera 54,C,{BEBF53AF-81B5-4B75-9A5C-96611E2D92F2},
1000776.3446,1010342.8867,25,001C03,03,Br. Julio Flórez,AC 100,AC 100 - KR 65,Suba,-74.07051062,4.68973214,001,M,AC 100 - KR 65 (001C03),AC 100 - KR 65,Avenida Calle 100 Carrera 65,D,{1EB22404-76C8-40EC-AF0F-4CCCC55F5872},
999619.2284,1009508.264,26,001C04,04,AC 80,AK 68,AK 68 - CL 78,Barrios Unidos,-74.08093982,4.6821846,001,M,AK 68 - CL 78 (001C04),AK 68 - CL 78,Avenida Carrera 68 Calle 78,D,{C31ADDD7-0673-472D-8EDA-FA53E19F5F45},
995593.7804,1004692.5286,27,001C06,06,Avenida Calle 13,AK 68,AK 68 - AC 13,Fontibón,-74.11721886,4.63863434,001,M,AK 68 - AC 13 (001C06),AK 68 - AC 13,Avenida Carrera 68 Avenida Calle 13,K,{9A4C58C7-FE07-4A1A-8B6F-110D319A3C63},
994641.1467,1002654.2005,28,001C08,08,Br. Hipotecho Sur,AK 68,AK 68 - CL 1 Sur,Kennedy,-74.1258032,4.620201,001,M,AK 68 - CL 1 Sur (001C08),AK 68 - CL 1 Sur,Avenida Carrera 68 Calle Primera Sur,F,{704AB0B8-1B62-493C-AB33-7BBE518FCE9B},
995617.8736,1004713.7447,29,001D06,06,Avenida Calle 13,AK 68,AK 68 - AC 13,Fontibón,-74.11700173,4.63882621,001,M,AK 68 - AC 13 (001D06),AK 68 - AC 13,Avenida Carrera 68 Avenida Calle 13,K,{32D9DD5C-D720-47BA-ABEF-833151E49FED},
994651.3511,1002684.8851,30,001D08,08,Br. Hipotecho Sur,AK 68,AK 68 - CL 1 Sur,Kennedy,-74.12571125,4.62047849,001,M,AK 68 - CL 1 Sur (001D08),AK 68 - CL 1 Sur,Avenida Carrera 68 Calle Primera Sur,F,{961AD3F0-9759-489D-8DAB-8717E85E3C06},
1001270.5991,1007318.852,31,002A00,00,Br. San Felipe,AC 72,AC 72 - KR 22,Barrios Unidos,-74.06605629,4.66238546,002,S,AC 72 - KR 22 (002A00),AC 72 - KR 22,Avenida Calle 72 Carrera 22,A,{45168455-0612-4DA0-A96B-73BFC320D641},
1005661.6583,1014644.7632,32,002A01,01,Br. Barrancas Perlas del Norte,AC  153,AC 153 - kr 7B,Usaquén,-74.02647584,4.72863252,002,S,AC 153 - kr 7B (002A01),AC 153 - kr 7B,Avenida Calle 153 Carrera Séptima Be,B,{C42A5D01-BCB9-470E-A5B7-2C359D06A9D4},
1001273.8889,1018071.0248,33,002A02,02,Br. Iragua,AV. Boyacá,AV. Boyacá - AC 170,Suba,-74.06602504,4.75961824,002,S,AV. Boyacá - AC 170 (002A02),AV. Boyacá - AC 170,Avenida Boyacá Avenida Calle 170,C,{C335077B-9B41-4D64-BD19-718E3BF7E6F1},
999834.5324,1012720.6286,34,002A03,03,Niza Norte,AV. Boyacá,AV. Boyacá - CL 127A,Suba,-74.07899934,4.71123429,002,S,AV. Boyacá - CL 127A (002A03),AV. Boyacá - CL 127A,Avenida Boyacá Calle 127 A,C,{86F18950-69B1-4DCD-92E3-D8896742421F},
998319.7122,1010408.6653,35,002A04,04,Br. Bonanza,AV. Boyacá,AV. Boyacá - CL 74A,Engativá,-74.09265258,4.69032685,002,M,AV. Boyacá - CL 74A (002A04),AV. Boyacá - CL 74A,Avenida Boyacá Calle 74 A,D,{7AF124A4-9352-40A6-A615-E4C08528450C},
999222.6423,1006048.8514,36,002A05,05,Br. Nicolás de Federmann,AK 50,AK 50 - CL 59,Teusaquillo,-74.08451396,4.65090078,002,S,AK 50 - CL 59 (002A05),AK 50 - CL 59,Avenida Carrera 50 Calle 59,K,{550570ED-3DC0-4F90-B315-690C68200695},
995872.441,1004967.3873,37,002A06,06,Br. Granjas de Techo,AK 68,AK 68 - CL 18,Fontibón,-74.11470757,4.64112005,002,M,AK 68 - CL 18 (002A06),AK 68 - CL 18,Avenida Carrera 68 Calle 18,K,{3824A26C-DE87-48D8-918A-ACD47080FDCF},
996625.9532,1003297.34,38,002A07,07,CC Carrera,AK 50,AK 50 - AV. Américas,Puente Aranda,-74.10791589,4.62601797,002,S,AK 50 - AV. Américas (002A07),AK 50 - AV. Américas,Avenida Carrera 50 Avenida Américas,F,{A615FA69-321A-4530-8AB9-04812C890438},
994467.336,1001965.654,39,002A08,08,Br. Milenta,AK 68,AK 68 - CL 15 Sur,Puente Aranda,-74.12736919,4.61397429,002,M,AK 68 - CL 15 Sur (002A08),AK 68 - CL 15 Sur,Avenida Carrera 68 Calle 15 Sur,F,{6A59C659-2A3F-4EF5-92FA-D534FC0EB47A},
993489.1453,1000182.7364,40,002A09,09,Br. Alquería,AK 68,AK 68 - CL 42A Sur,Puente Aranda,-74.13618348,4.59785051,002,M,AK 68 - CL 42A Sur (002A09),AK 68 - CL 42A Sur,Avenida Carrera 68 Calle 42 A Sur,G,{A03A7563-2C54-4294-9A50-417E7235C05B},
993222.3678,996305.045499999,41,002A11,11,Br. San Benito,AV. Boyacá,AV. Boyacá - CL 60 Sur,Ciudad Bolívar,-74.13858469,4.56278392,002,M,AV. Boyacá - CL 60 Sur (002A11),AV. Boyacá - CL 60 Sur,Avenida Boyacá Calle 60 Sur,H,{8CE5ACEF-D6F3-4BB6-8F29-D6D26AFEFEB1},
994719.8292,997064.259299999,42,002A12,12, San José Sur,AV. Caracas,AV. Caracas - CL 46 Sur,Rafael Uribe,-74.12509074,4.5696506,002,S,AV. Caracas - CL 46 Sur (002A12),AV. Caracas - CL 46 Sur,Avenida Caracas Calle 46 Sur,H,{F2F9563D-FCE4-4F52-93D0-1FBE19972990},
998734.3905,997169.1229,43,002A13,13,Carrera 2,AV. 1 de Mayo,AV. 1 de Mayo - KR 2,San Cristóbal,-74.08891311,4.57060038,002,S,AV. 1 de Mayo - KR 2 (002A13),AV. 1 de Mayo - KR 2,Avenida Primero de Mayo Carrera Segunda,L,{0AFB1923-AA5B-42C3-BF24-DB5496ADA1FE},
998308.0003,1010394.8696,44,002B04,04,Br. Bonanza,AV. Boyacá,AV. Boyacá - CL 74A,Engativá,-74.09275813,4.69020209,002,M,AV. Boyacá - CL 74A (002B04),AV. Boyacá - CL 74A,Avenida Boyacá Calle 74 A,D,{598BB376-5CF6-4B8A-BA7B-44399135B3DF},
995904.0097,1004999.1625,45,002B06,06,Br. Granjas de Techo,AK 68,AK 68 - CL 18,Fontibón,-74.11442307,4.64140741,002,M,AK 68 - CL 18 (002B06),AK 68 - CL 18,Avenida Carrera 68 Calle 18,K,{FE4B2FBC-B10A-4C56-AAF4-A03C336925EB},
994478.4768,1002006.2992,46,002B08,08,Br. Milenta,AK 68,AK 68 - CL 17 Sur,Puente Aranda,-74.12726881,4.61434186,002,M,AK 68 - CL 17 Sur (002B08),AK 68 - CL 17 Sur,Avenida Carrera 68 Calle 17 Sur,F,{3EE3DF2F-5607-4476-9D84-0F8573EE0FDC},
993462.0423,1000137.1792,47,002B09,09,Br. Alquería,AK 68,AK 68 - CL 42A Sur,Puente Aranda,-74.13642769,4.59743851,002,M,AK 68 - CL 42A Sur (002B09),AK 68 - CL 42A Sur,Avenida Carrera 68 Calle 42 A Sur,G,{5B8E9C21-D62F-44DA-A86D-53A24D624B31},
993202.7803,996183.4542,48,002B11,11,Br. San Benito,AV. Boyacá,AV. Boyacá - CL 60B Bis Sur,Ciudad Bolívar,-74.13876111,4.56168434,002,M,AV. Boyacá - CL 60B Bis Sur (002B11),AV. Boyacá - CL 60B Bis Sur,Avenida Boyacá Calle 60 Be Bis Sur,H,{05FFB95A-ACD8-4639-8A21-F20C9EBCF919},
995938.6388,1005030.7679,49,002C06,06,Granjas de Techo,AK 68,AK 68 - CL 18,Fontibón,-74.11411099,4.64169323,002,M,AK 68 - CL 18 (002C06),AK 68 - CL 18,Avenida Carrera 68 Calle 18,K,{F3B2A202-B1E3-4D0A-AF91-0AF5AB51E084},
994461.865,1001945.3976,50,002C08,08,Br. Milenta,AK 68,AK 68 - CL 17 Sur,Puente Aranda,-74.12741848,4.61379111,002,M,AK 68 - CL 17 Sur (002C08),AK 68 - CL 17 Sur,Avenida Carrera 68 Calle 17 Sur,F,{74EA2111-B33D-4E63-8878-9C74775BAF64},
993441.8793,1000109.1273,51,002C09,09,Br. Alquería,AK 68,AK 68 - CL 42B Sur,Puente Aranda,-74.13660938,4.59718482,002,M,AK 68 - CL 42B Sur (002C09),AK 68 - CL 42B Sur,Avenida Carrera 68 Calle 42 Be Sur,G,{EFE5A17E-0683-4FF7-A02C-4147854C697B},
993189.6764,995929.965600001,52,002C11,11,Br. Meissen,AV. Boyacá,AV Boyacá - KR 18C,Ciudad Bolívar,-74.138879,4.559392,002,M,AV Boyacá - KR 18C (002C11),AV Boyacá - KR 18C,Avenida Boyacá Carrera 18 C,H,{CD0E2394-1823-43AE-9CF2-70E7AE667674},
995962.2724,1005053.4572,53,002D06,06,Br. Granjas de Techo,AK 68,AK 68 - CL 18,Fontibón,-74.113898,4.64189843,002,M,AK 68 - CL 18 (002D06),AK 68 - CL 18,Avenida Carrera 68 Calle 18,K,{213B7F22-8296-4CA1-98FB-E59909472D06},
994432.7561,1001855.2232,54,002D08,08,Br. Milenta,AK 68,AK 68 - CL 18 Sur,Puente Aranda,-74.12768076,4.61297563,002,M,AK 68 - CL 18 Sur (002D08),AK 68 - CL 18 Sur,Avenida Carrera 68 Calle 18 Sur,F,{073D4B76-257F-4B7A-8769-C39A2B69C85A},
1000966.4954,1007513.8195,55,003A00,00,Pq. Alcázares,AC 72,AC 72 - KR 27,Barrios Unidos,-74.06879709,4.66414861,003,S,AC 72 - KR 27 (003A00),AC 72 - KR 27,Avenida Calle 72 Carrera 27,A,{B8488257-24D8-4E71-8808-73BF39D02008},
1001253.6985,1015481.9176,56,003A02,02,Br. El Plan,AV. Boyacá,AV. Boyacá - CL 147,Suba,-74.06620742,4.73620476,003,M,AV. Boyacá - CL 147 (003A02),AV. Boyacá - CL 147,Avenida Boyacá Calle 147,C,{9F02A56A-F981-4E75-98B7-75157F5C9954},
999658.7844,1012496.5718,57,003A03,03,Pq. Alto de los Lagartos,AV. Boyacá,AV. Boyacá - AC 127,Suba,-74.08058342,4.70920812,003,M,AV. Boyacá - AC 127 (003A03),AV. Boyacá - AC 127,Avenida Boyacá Avenida Calle 127,C,{EF3E1CB8-DDC1-4F36-958E-97419E762685},
1000270.3811,1008065.6344,58,003A04,04,Br. 12 de Octubre,AC 72,AC 72 - KR 52,Barrios Unidos,-74.07507101,4.66913877,003,S,AC 72 - KR 52 (003A04),AC 72 - KR 52,Avenida Calle 72 Carrera 52,D,{ABABE943-389F-4D0D-B834-44D475173D7C},
999123.9944,1005797.5639,59,003A05,05,Br. Nicolás de Federmán,AK 50,AK 50 - CL 57B,Teusaquillo,-74.08540301,4.64862835,003,S,AK 50 - CL 57B (003A05),AK 50 - CL 57B,Avenida Carrera 50 Calle 57 Be,K,{040B18D5-EB27-4B1D-B71B-E4C4545E36EA},
997707.8513,1004546.5634,60,003A06,06,Fiscalía General de la Nación,AK 50,AK 50 - AC 24,Teusaquillo,-74.09816581,4.63731517,003,S,AK 50 - AC 24 (003A06),AK 50 - AC 24,Avenida Carrera 50 Avenida Calle 24,K,{76A05892-9FEB-420B-BD7A-7EA9312E65C9},
996485.8723,1003075.842,61,003A07,07,Br. San Francisco,AK 50,AK 50 - TV 48,Puente Aranda,-74.10917826,4.62401488,003,S,AK 50 - TV 48 (003A07),AK 50 - TV 48,Avenida Carrera 50 Transversal 48,F,{28FDC3D6-5F6F-4E23-A13A-168DDC8FDAEF},
991492.089,1004319.9133,62,003A08,08,Ciudad Techo II,Av. Agoberto Mejìa,AV. A. Mejía - AV. Américas,Kennedy,-74.15418487,4.63526169,003,S,AV. A. Mejía - AV. Américas (003A08),AV. A. Mejía - AV. Américas,Avenida Agoberto Mejía Avenida Américas,F,{516AC17B-2A3E-4BEF-8A2B-74636AC7BEEE},
994930.1943,1000427.8122,63,003A09,09,Urb. Santa Rita,AK 50,AK 50 - CL 31 Sur,Puente Aranda,-74.12319695,4.6000677,003,S,AK 50 - CL 31 Sur (003A09),AK 50 - CL 31 Sur,Avenida Carrera 50 Calle 31 Sur,G,{CB627692-60D2-4C73-AE4F-59725B6D8B8F},
992574.0181,998910.9399,64,003A10,10,Colmotores,AV. Boyacá,AV. Boyacá - KR 36A,Tunjuelito,-74.14442949,4.58634879,003,M,AV. Boyacá - KR 36A (003A10),AV. Boyacá - KR 36A,Avenida Boyacá Carrera 36 A,H,{010E3C24-11B0-418E-A1F8-3F4535DDB092},
993157.1723,996224.566500001,65,003A11,11,Br. San Benito,AV. Boyacá,AV. Boyacá - CL 60A Sur,Ciudad Bolívar,-74.13917214,4.56205609,003,M,AV. Boyacá - CL 60A Sur (003A11),AV. Boyacá - CL 60A Sur,Avenida Boyacá Calle 60 A Sur,H,{D5A51285-A12F-4653-8F09-2EEE94E3679A},
994744.9081,996394.308800001,66,003A12,12,Br. Marco Fidel Suárez,AV. Caracas,AV. Caracas - KR 14A,Rafael Uribe,-74.12486434,4.56359217,003,S,AV. Caracas - KR 14A (003A12),AV. Caracas - KR 14A,Avenida Caracas Carrera 14 A,H,{56190356-51EB-4A4E-98A2-51C1E572AF59},
999661.8606,997242.896500001,67,003A13,13,Br. San Cristóbal Sur,DG 13 Sur,DG 13 Sur - KR 5 Este,San Cristóbal,-74.0805551,4.57126761,003,S,DG 13 Sur - KR 5 Este (003A13),DG 13 Sur - KR 5 Este,Diagonal 13 Sur Carrera Quinta Este,L,{3879E537-8BEA-4EF1-84FC-46B04EC2CB64},
999634.5767,1012452.8301,68,003B03,03,Pq. Alto de los Lagartos,AV. Boyacá,AV. Boyacá - AC 127,Suba,-74.08080161,4.70881256,003,M,AV. Boyacá - AC 127 (003B03),AV. Boyacá - AC 127,Avenida Boyacá Avenida Calle 127,C,{6CF707C7-1CC2-42BB-AF4E-53058335B254},
992538.3362,999002.4998,69,003B10,10,Colmotores,AV. Boyacá,AV. Boyacá - DG 53 Sur,Tunjuelito,-74.14475113,4.58717674,003,M,AV. Boyacá - DG 53 Sur (003B10),AV. Boyacá - DG 53 Sur,Avenida Boyacá Diagonal 53 Sur,H,{70798A85-9B6D-44C2-98DB-02307DCB4609},
993160.4668,996252.9705,70,003B11,11,Br. San Benito,AV. Boyacá,AV. Boyacá - CL 60 Sur,Ciudad Bolívar,-74.13914247,4.56231295,003,M,AV. Boyacá - CL 60 Sur (003B11),AV. Boyacá - CL 60 Sur,Avenida Boyacá Calle 60 Sur,H,{020BAB8B-C49D-4FBE-8CBB-D0BF5718483F},
1000800.7834,1007666.9321,71,004A00,00,Br. Los Alcázares Norte,AC 72,AC 72 - KR 28,Barrios Unidos,-74.0702906,4.66553324,004,S,AC 72 - KR 28 (004A00),AC 72 - KR 28,Avenida Calle 72 Carrera 28,A,{69CA1D5B-78A0-49C1-9ACC-EBDACBF165C9},
1005476.8054,1014732.1114,72,004A01,01,Br. Barrancas Perlas del Norte,AC  153,AC 153 - 7F,Usaquén,-74.02814198,4.72942254,004,S,AC 153 - 7F (004A01),AC 153 - 7F,Avenida Calle 153 Séptima F,B,{85F82C29-9D3D-431B-A6E5-2EC10C58C11B},
1001149.0965,1015253.4852,73,004A02,02,Escuela de Carabineros,AV. Boyacá,AV. Boyacá - AC 147,Suba,-74.06715031,4.73413904,004,S,AV. Boyacá - AC 147 (004A02),AV. Boyacá - AC 147,Avenida Boyacá Avenida Calle 147,C,{434C724E-3A0E-423F-AB66-CB39F448E601},
999689.7852,1012496.4474,74,004A03,03,Pq. Alto de Los Lagartos (Club Choquenzá),AV. Boyacá,AV. Boyacá - AC 127,Suba,-74.080304,4.709207,004,M,AV. Boyacá - AC 127 (004A03),AV. Boyacá - AC 127,Avenida Boyacá Avenida Calle 127,C,{39CA35E3-4D4A-4399-BC77-70D9DD74FFA2},
996921.7014,1011024.934,75,004A04,04,Br. La Soledad Norte,AC 72,AC 72 - TV 83 Bis,Engativá,-74.10525326,4.69589943,004,S,AC 72 - TV 83 Bis (004A04),AC 72 - TV 83 Bis,Avenida Calle 72 Transversal 83 Bis,D,{7FB3B5A6-6B02-4399-83CC-BCA97321BE39},
998943.4621,1005438.0738,76,004A05,05,Pq. La Esmeralda,AK 50,AK 50 - CL 45,Teusaquillo,-74.08703003,4.64537743,004,S,AK 50 - CL 45 (004A05),AK 50 - CL 45,Avenida Carrera 50 Calle 45,K,{083E24A3-1433-4F77-99A9-4E816B955B14},
997535.5664,1004432.7086,77,004A06,06,Br. Ortezal,AK 50,AK 50 - CL 22 Bis,Puente Aranda,-74.09971849,4.63628552,004,S,AK 50 - CL 22 Bis (004A06),AK 50 - CL 22 Bis,Avenida Carrera 50 Calle 22 Bis,K,{133BEA4F-3A49-4173-BF6D-DC1C06E282CE},
996473.1496,1003103.7074,78,004A07,07,Br. San Rafael Industrial,AK 50,AK 50 - CL 5C-81,Puente Aranda,-74.10929293,4.62426687,004,S,AK 50 - CL 5C-81 (004A07),AK 50 - CL 5C-81,Avenida Carrera 50 Calle Quinta C,F,{77E17B0B-8CE0-4E89-8A01-0DCF92ED2DD9},
991483.7091,1004281.4939,79,004A08,08,Corabastos,Av. Agoberto Mejìa,AV. A. Mejía - AV. Américas,Kennedy,-74.15426036,4.63491426,004,S,AV. A. Mejía - AV. Américas (004A08),AV. A. Mejía - AV. Américas,Avenida Agoberto Mejía Avenida Américas,F,{DE4AEB31-62F5-47E4-BAD8-FB5A8908ABB5},
994908.964,1000436.3871,80,004A09,09,Pq. Santa Rita I Sector,AK 50,AK 50 - CL 31 Sur,Puente Aranda,-74.12338828,4.60014524,004,S,AK 50 - CL 31 Sur (004A09),AK 50 - CL 31 Sur,Avenida Carrera 50 Calle 31 Sur,G,{3D6DF936-60B7-4392-AE6B-AE35E07B6B86},
994596.0953,999057.763,81,004A10,10,Br. Inglés,AV. J. Gaitán C.,AV. J. Gaitán C. - CL 41 Sur,Rafael Uribe,-74.126207,4.587678,004,M,AV. J. Gaitán C. - CL 41 Sur (004A10),AV. J. Gaitán C. - CL 41 Sur,Avenida Jorge Gaitán Cortés Calle 41 Sur,H,{079E4772-47C1-4C25-9E48-E15AA7D235D5},
993159.1552,995856.185900001,82,004A11,11,Br. Lucero Alto,AV. Boyacá,AV. Boyacá - KR 18Q,Ciudad Bolívar,-74.13915398,4.55872478,004,M,AV. Boyacá - KR 18Q (004A11),AV. Boyacá - KR 18Q,Avenida Boyacá Carrera 18 Q,H,{04DDE79E-6A6C-4761-BE3E-EA7F22CBEDAF},
994925.1452,995912.749500001,83,004A12,12,Br. El Playón,AV. Caracas,AV. Caracas - KR 11,Rafael Uribe,-74.12323985,4.55923748,004,S,AV. Caracas - KR 11 (004A12),AV. Caracas - KR 11,Avenida Caracas Carrera 11,H,{B9779224-CA73-4827-8C33-9D16DA342078},
999656.7344,997253.5568,84,004A13,13,Br. San Cristóbal Sur,Dg 13 S,DG 13 Sur - KR 5 E,San Cristóbal,-74.0806013,4.57136401,004,S,DG 13 Sur - KR 5 E (004A13),DG 13 Sur - KR 5 E,Diagonal 13 Sur Carrera Quinta Este,L,{CACE0EB1-D928-4417-9E97-74AB7A26CA18},
993151.1471,995877.1106,85,004B11,11,Br. Lucero Alto,AV. Boyacá,AV. Boyacá - KR 18Q,Ciudad Bolívar,-74.13922616,4.558914,004,M,AV. Boyacá - KR 18Q (004B11),AV. Boyacá - KR 18Q,Avenida Boyacá Carrera 18 Q,H,{CD43A8D6-52E2-44BA-B79B-6270455F4A5C},
1000782.9268,1007653.4273,86,005A00,00, Alcázares,AC 72,AC 72 - KR 28,Barrios Unidos,-74.07045154,4.66541111,005,S,AC 72 - KR 28 (005A00),AC 72 - KR 28,Avenida Calle 72 Carrera 28,A,{6D98D880-BE7F-4932-B29D-0EFA9CA74DBE},
